Position,Starting Grid,kaggle_driver_id,raceId,finished,dnf,laps_down,time_gap_sec,year,Team,Track,rain,sunny,quali_position,participated_q2,participated_q3,q1_time_sec,q2_time_sec,q3_time_sec
14,16.0,825,1076,1.0,0.0,1.0,,2022,Haas F1 Team,,0,1,16,0.0,0.0,80.254,,
15,13.0,852,1076,1.0,0.0,1.0,,2022,AlphaTauri,,0,1,13,1.0,0.0,79.742,79.424,
16,18.0,849,1076,1.0,0.0,1.0,,2022,Williams,,0,1,18,0.0,0.0,81.372,,
17,10.0,4,1076,1.0,0.0,1.0,,2022,Alpine,,0,1,10,1.0,1.0,79.19200000000001,78.815,
NC,2.0,830,1076,0.0,1.0,,,2022,Red Bull Racing,,0,1,2,1.0,1.0,5260.0,78.611,78.154
NC,17.0,20,1076,0.0,1.0,,,2022,Aston Martin,,0,1,17,0.0,0.0,81.149,,
NC,9.0,832,1076,0.0,1.0,,,2022,Ferrari,,0,1,9,1.0,1.0,78.983,78.469,79.408
1,1.0,830,1077,1.0,0.0,0.0,0.0,2022,Red Bull Racing,,1,0,1,1.0,1.0,79.295,78.793,87.999
2,3.0,815,1077,1.0,0.0,0.0,16.527,2022,Red Bull Racing,,1,0,7,1.0,1.0,79.773,79.29599999999999,89.80799999999999
3,5.0,846,1077,1.0,0.0,0.0,34.834,2022,McLaren,,1,0,3,1.0,1.0,80.168,79.294,89.131
4,11.0,847,1077,1.0,0.0,0.0,42.506,2022,Mercedes,,1,0,11,1.0,0.0,80.383,80.757,
5,7.0,822,1077,1.0,0.0,0.0,43.181,2022,Alfa Romeo,,1,0,8,1.0,1.0,80.419,80.19200000000001,90.439
6,2.0,844,1077,1.0,0.0,0.0,56.072,2022,Ferrari,,1,0,2,1.0,1.0,78.79599999999999,79.584,88.77799999999999
7,12.0,852,1077,1.0,0.0,0.0,61.11,2022,AlphaTauri,,1,0,16,0.0,0.0,80.474,,
8,13.0,20,1077,1.0,0.0,0.0,70.892,2022,Aston Martin,,1,0,9,1.0,1.0,80.364,79.957,91.062
9,8.0,825,1077,1.0,0.0,0.0,75.26,2022,Haas F1 Team,,1,0,4,1.0,1.0,80.14699999999999,79.902,89.164
10,15.0,840,1077,1.0,0.0,1.0,,2022,Aston Martin,,1,0,15,1.0,0.0,80.342,88.119,
11,18.0,848,1077,1.0,0.0,1.0,,2022,Williams,,1,0,NC,0.0,0.0,,,
12,17.0,842,1077,1.0,0.0,1.0,,2022,AlphaTauri,,1,0,17,0.0,0.0,80.732,,
13,14.0,1,1077,1.0,0.0,1.0,,2022,Mercedes,,1,0,13,1.0,0.0,80.47,81.138,
14,16.0,839,1077,1.0,0.0,1.0,,2022,Alpine,,1,0,19,0.0,0.0,82.338,,
15,20.0,855,1077,1.0,0.0,1.0,,2022,Alfa Romeo,,1,0,14,1.0,0.0,79.37,81.434,
16,19.0,849,1077,1.0,0.0,1.0,,2022,Williams,,1,0,18,0.0,0.0,81.971,,
17,10.0,854,1077,1.0,0.0,1.0,,2022,Haas F1 Team,,1,0,12,1.0,0.0,80.422,80.916,
18,6.0,817,1077,1.0,0.0,1.0,,2022,McLaren,,1,0,6,1.0,1.0,79.98,80.031,89.742
NC,9.0,4,1077,0.0,1.0,,,2022,Alpine,,1,0,5,1.0,1.0,80.19800000000001,79.595,89.202
NC,4.0,832,1077,0.0,1.0,,,2022,Ferrari,,1,0,10,1.0,0.0,79.305,78.99,
1,3.0,830,1078,1.0,0.0,0.0,0.0,2022,Red Bull Racing,,0,1,3,1.0,1.0,88.836,89.202,88.991
2,1.0,844,1078,1.0,0.0,0.0,3.786,2022,Ferrari,,0,1,1,1.0,1.0,89.474,89.13,88.79599999999999
3,2.0,832,1078,1.0,0.0,0.0,8.229,2022,Ferrari,,0,1,2,1.0,1.0,90.079,89.729,88.986
4,4.0,815,1078,1.0,0.0,0.0,10.638,2022,Red Bull Racing,,0,1,4,1.0,1.0,90.055,89.673,89.036
5,12.0,847,1078,1.0,0.0,0.0,18.582,2022,Mercedes,,0,1,12,1.0,0.0,90.49,90.173,
6,6.0,1,1078,1.0,0.0,0.0,21.368,2022,Mercedes,,0,1,6,1.0,1.0,90.388,89.797,89.625
7,5.0,822,1078,1.0,0.0,0.0,25.073,2022,Alfa Romeo,,0,1,5,1.0,1.0,90.845,89.751,89.475
8,20.0,839,1078,1.0,0.0,0.0,28.386,2022,Alpine,,0,1,NC,0.0,0.0,,,
9,18.0,848,1078,1.0,0.0,0.0,32.365,2022,Williams,,0,1,18,0.0,0.0,91.266,,
10,10.0,840,1078,1.0,0.0,0.0,37.026,2022,Aston Martin,,0,1,10,1.0,1.0,90.441,89.996,90.676
11,11.0,4,1078,1.0,0.0,0.0,37.128,2022,Alpine,,0,1,11,1.0,0.0,90.407,90.16,
12,9.0,852,1078,1.0,0.0,0.0,40.146,2022,AlphaTauri,,0,1,9,1.0,1.0,90.485,90.031,89.932
13,14.0,817,1078,1.0,0.0,0.0,40.902,2022,McLaren,,0,1,14,1.0,0.0,90.583,90.31,
14,19.0,849,1078,1.0,0.0,0.0,49.936,2022,Williams,,0,1,19,0.0,0.0,91.325,,
15,15.0,854,1078,1.0,0.0,0.0,73.305,2022,Haas F1 Team,,0,1,15,1.0,0.0,90.645,90.423,
16,16.0,825,1078,0.0,1.0,,,2022,Haas F1 Team,,0,1,16,0.0,0.0,90.975,,
17,13.0,20,1078,0.0,1.0,,,2022,Aston Martin,,0,1,13,1.0,0.0,90.677,90.214,
NC,7.0,842,1078,0.0,1.0,,,2022,AlphaTauri,,0,1,7,1.0,1.0,90.779,90.128,89.69
NC,8.0,846,1078,0.0,1.0,,,2022,McLaren,,0,1,8,1.0,1.0,90.761,89.634,89.75
NC,17.0,855,1078,0.0,1.0,,,2022,Alfa Romeo,,0,1,17,0.0,0.0,91.02,,
1,2.0,830,1079,1.0,0.0,0.0,0.0,2022,Red Bull Racing,,0,1,2,1.0,1.0,80.09100000000001,79.219,79.07300000000001
2,5.0,815,1079,1.0,0.0,0.0,13.072,2022,Red Bull Racing,,0,1,5,1.0,1.0,80.447,79.83,79.42
3,4.0,847,1079,1.0,0.0,0.0,32.927,2022,Mercedes,,0,1,4,1.0,1.0,80.218,79.47,79.393
4,3.0,832,1079,1.0,0.0,0.0,45.208,2022,Ferrari,,0,1,3,1.0,1.0,79.892,79.453,79.166
5,6.0,1,1079,1.0,0.0,0.0,54.534,2022,Mercedes,,0,1,6,1.0,1.0,80.252,79.794,79.512
6,7.0,822,1079,1.0,0.0,0.0,59.976,2022,Alfa Romeo,,0,1,7,1.0,1.0,80.355,80.053,79.608
7,12.0,839,1079,1.0,0.0,0.0,75.397,2022,Alpine,,0,1,12,1.0,0.0,80.88,80.638,
8,11.0,846,1079,1.0,0.0,0.0,83.235,2022,McLaren,,0,1,11,1.0,0.0,80.838,80.471,
9,20.0,4,1079,1.0,0.0,1.0,,2022,Alpine,,0,1,17,0.0,0.0,81.043,,
10,13.0,852,1079,1.0,0.0,1.0,,2022,AlphaTauri,,0,1,13,1.0,0.0,80.707,80.639,
11,16.0,20,1079,1.0,0.0,1.0,,2022,Aston Martin,,0,1,16,0.0,0.0,80.95400000000001,,
12,9.0,817,1079,1.0,0.0,1.0,,2022,McLaren,,0,1,9,1.0,1.0,80.549,80.287,80.297
13,14.0,842,1079,1.0,0.0,1.0,,2022,AlphaTauri,,0,1,14,1.0,0.0,80.719,80.861,
14,10.0,854,1079,1.0,0.0,1.0,,2022,Haas F1 Team,,0,1,10,1.0,1.0,80.68299999999999,80.436,80.368
15,17.0,840,1079,1.0,0.0,1.0,,2022,Aston Martin,,0,1,18,0.0,0.0,81.418,,
16,19.0,849,1079,1.0,0.0,2.0,,2022,Williams,,0,1,20,0.0,0.0,81.91499999999999,,
17,8.0,825,1079,1.0,0.0,2.0,,2022,Haas F1 Team,,0,1,8,1.0,1.0,80.227,79.81,79.682
18,18.0,848,1079,1.0,0.0,2.0,,2022,Williams,,0,1,19,0.0,0.0,81.645,,
NC,15.0,855,1079,0.0,1.0,,,2022,Alfa Romeo,,0,1,15,1.0,0.0,80.476,81.094,
NC,1.0,844,1079,0.0,1.0,,,2022,Ferrari,,0,1,1,1.0,1.0,79.861,79.969,78.75
1,3.0,815,1080,1.0,0.0,0.0,0.0,2022,Red Bull Racing,,0,1,3,1.0,1.0,73.004,71.95400000000001,71.629
2,2.0,832,1080,1.0,0.0,0.0,1.154,2022,Ferrari,,0,1,2,1.0,1.0,72.616,72.074,71.601
3,4.0,830,1080,1.0,0.0,0.0,1.491,2022,Red Bull Racing,,0,1,4,1.0,1.0,72.993,72.117,71.666
4,1.0,844,1080,1.0,0.0,0.0,2.922,2022,Ferrari,,0,1,1,1.0,1.0,72.569,71.864,71.376
5,6.0,847,1080,1.0,0.0,0.0,11.968,2022,Mercedes,,0,1,6,1.0,1.0,72.787,72.617,72.112
6,5.0,846,1080,1.0,0.0,0.0,12.231,2022,McLaren,,0,1,5,1.0,1.0,72.92699999999999,72.266,71.849
7,7.0,4,1080,1.0,0.0,0.0,46.358,2022,Alpine,,0,1,7,1.0,1.0,73.394,72.688,72.247
8,8.0,1,1080,1.0,0.0,0.0,50.388,2022,Mercedes,,0,1,8,1.0,1.0,73.444,72.595,72.56
9,12.0,822,1080,1.0,0.0,0.0,52.525,2022,Alfa Romeo,,0,1,12,1.0,0.0,73.541,72.909,
10,9.0,20,1080,1.0,0.0,0.0,53.536,2022,Aston Martin,,0,1,9,1.0,1.0,73.313,72.613,72.732
11,17.0,842,1080,1.0,0.0,0.0,54.289,2022,AlphaTauri,,0,1,17,0.0,0.0,73.66,,
12,10.0,839,1080,1.0,0.0,0.0,55.644,2022,Alpine,,0,1,10,1.0,1.0,72.848,72.528,73.047
13,14.0,817,1080,1.0,0.0,0.0,57.635,2022,McLaren,,0,1,14,1.0,0.0,73.338,72.964,
14,18.0,840,1080,1.0,0.0,0.0,60.802,2022,Aston Martin,,0,1,18,0.0,0.0,73.678,,
15,19.0,849,1080,1.0,0.0,1.0,,2022,Williams,,0,1,19,0.0,0.0,74.403,,
16,20.0,855,1080,1.0,0.0,1.0,,2022,Alfa Romeo,,0,1,20,0.0,0.0,75.606,,
17,11.0,852,1080,1.0,0.0,1.0,,2022,AlphaTauri,,0,1,11,1.0,0.0,73.11,72.797,
NC,16.0,848,1080,0.0,1.0,,,2022,Williams,,0,1,16,0.0,0.0,73.611,,
NC,15.0,854,1080,0.0,1.0,,,2022,Haas F1 Team,,0,1,15,1.0,0.0,73.469,73.081,
NC,13.0,825,1080,0.0,1.0,,,2022,Haas F1 Team,,0,1,13,1.0,0.0,73.069,72.92099999999999,
1,3.0,830,1081,1.0,0.0,0.0,0.0,2022,Red Bull Racing,,0,1,3,1.0,1.0,102.722,102.227,101.706
2,2.0,815,1081,1.0,0.0,0.0,20.823,2022,Red Bull Racing,,0,1,2,1.0,1.0,102.733,101.955,101.641
3,5.0,847,1081,1.0,0.0,0.0,45.995,2022,Mercedes,,0,1,5,1.0,1.0,103.754,103.281,102.712
4,7.0,1,1081,1.0,0.0,0.0,71.679,2022,Mercedes,,0,1,7,1.0,1.0,103.939,103.182,102.924
5,6.0,842,1081,1.0,0.0,0.0,77.299,2022,AlphaTauri,,0,1,6,1.0,1.0,103.268,103.129,102.845
6,9.0,20,1081,1.0,0.0,0.0,84.099,2022,Aston Martin,,0,1,9,1.0,1.0,103.279,103.268,103.091
7,10.0,4,1081,1.0,0.0,0.0,88.596,2022,Alpine,,0,1,10,1.0,1.0,104.083,103.36,103.173
8,12.0,817,1081,1.0,0.0,0.0,92.207,2022,McLaren,,0,1,12,1.0,0.0,104.437,103.574,
9,11.0,846,1081,1.0,0.0,0.0,92.556,2022,McLaren,,0,1,11,1.0,0.0,104.237,103.398,
10,13.0,839,1081,1.0,0.0,0.0,108.184,2022,Alpine,,0,1,13,1.0,0.0,103.903,103.585,
11,15.0,822,1081,1.0,0.0,1.0,,2022,Alfa Romeo,,0,1,15,1.0,0.0,104.478,104.444,
12,17.0,848,1081,1.0,0.0,1.0,,2022,Williams,,0,1,17,0.0,0.0,104.719,,
13,8.0,852,1081,1.0,0.0,1.0,,2022,AlphaTauri,,0,1,8,1.0,1.0,103.595,103.376,103.056
14,20.0,854,1081,1.0,0.0,1.0,,2022,Haas F1 Team,,0,1,20,0.0,0.0,105.775,,
15,18.0,849,1081,1.0,0.0,1.0,,2022,Williams,,0,1,18,0.0,0.0,105.367,,
16,19.0,840,1081,0.0,1.0,,,2022,Aston Martin,,0,1,19,0.0,0.0,105.371,,
NC,16.0,825,1081,0.0,1.0,,,2022,Haas F1 Team,,0,1,16,0.0,0.0,104.643,,
NC,14.0,855,1081,0.0,1.0,,,2022,Alfa Romeo,,0,1,14,1.0,0.0,103.777,103.79,
NC,1.0,844,1081,0.0,1.0,,,2022,Ferrari,,0,1,1,1.0,1.0,102.865,102.046,101.359
NC,4.0,832,1081,0.0,1.0,,,2022,Ferrari,,0,1,4,1.0,1.0,102.957,102.088,101.814
1,1.0,830,1082,1.0,0.0,0.0,0.0,2022,Red Bull Racing,,0,1,1,1.0,1.0,92.219,83.746,81.299
2,3.0,832,1082,1.0,0.0,0.0,0.993,2022,Ferrari,,0,1,3,1.0,1.0,92.781,85.197,82.096
3,4.0,1,1082,1.0,0.0,0.0,7.006,2022,Mercedes,,0,1,4,1.0,1.0,93.841,85.543,82.89099999999999
4,8.0,847,1082,1.0,0.0,0.0,12.313,2022,Mercedes,,0,1,8,1.0,1.0,93.16,84.95,83.557
5,19.0,844,1082,1.0,0.0,0.0,15.168,2022,Ferrari,,0,1,15,0.0,0.0,93.008,,
6,7.0,839,1082,1.0,0.0,0.0,23.89,2022,Alpine,,0,1,7,1.0,1.0,93.012,86.135,83.529
7,11.0,822,1082,1.0,0.0,0.0,25.247,2022,Alfa Romeo,,0,1,11,1.0,0.0,93.689,86.788,
8,10.0,855,1082,1.0,0.0,0.0,26.952,2022,Alfa Romeo,,0,1,10,1.0,1.0,93.692,86.116,84.03
9,2.0,4,1082,1.0,0.0,0.0,29.945,2022,Alpine,,0,1,2,1.0,1.0,92.277,84.848,81.944
10,17.0,840,1082,1.0,0.0,0.0,38.222,2022,Aston Martin,,0,1,18,0.0,0.0,95.532,,
11,9.0,817,1082,1.0,0.0,0.0,43.047,2022,McLaren,,0,1,9,1.0,1.0,93.636,86.375,83.749
12,16.0,20,1082,1.0,0.0,0.0,44.245,2022,Aston Martin,,0,1,17,0.0,0.0,94.512,,
13,12.0,848,1082,1.0,0.0,0.0,44.893,2022,Williams,,0,1,12,1.0,0.0,94.047,86.858,
14,15.0,842,1082,1.0,0.0,0.0,45.183,2022,AlphaTauri,,0,1,16,0.0,0.0,94.492,,
15,14.0,846,1082,1.0,0.0,0.0,52.145,2022,McLaren,,0,1,14,1.0,0.0,94.066,,
16,18.0,849,1082,1.0,0.0,0.0,59.978,2022,Williams,,0,1,19,0.0,0.0,95.66,,
17,5.0,825,1082,1.0,0.0,0.0,68.18,2022,Haas F1 Team,,0,1,5,1.0,1.0,92.957,86.254,82.96000000000001
NC,20.0,852,1082,0.0,1.0,,,2022,AlphaTauri,,0,1,20,0.0,0.0,96.575,,
NC,6.0,854,1082,0.0,1.0,,,2022,Haas F1 Team,,0,1,6,1.0,1.0,93.707,85.684,83.356
NC,13.0,815,1082,0.0,1.0,,,2022,Red Bull Racing,,0,1,13,1.0,0.0,93.929,93.127,
1,1.0,832,1083,1.0,0.0,0.0,0.0,2022,Ferrari,,1,0,1,1.0,1.0,100.19,101.602,100.983
2,4.0,815,1083,1.0,0.0,0.0,3.779,2022,Red Bull Racing,,1,0,4,1.0,1.0,100.521,102.513,101.616
3,5.0,1,1083,1.0,0.0,0.0,6.225,2022,Mercedes,,1,0,5,1.0,1.0,100.428,101.062,101.995
4,3.0,844,1083,1.0,0.0,0.0,8.546,2022,Ferrari,,1,0,3,1.0,1.0,99.846,101.247,101.298
5,7.0,4,1083,1.0,0.0,0.0,9.571,2022,Alpine,,1,0,7,1.0,1.0,101.598,102.209,102.116
6,6.0,846,1083,1.0,0.0,0.0,11.943,2022,McLaren,,1,0,6,1.0,1.0,101.515,101.821,102.084
7,2.0,830,1083,1.0,0.0,0.0,18.777,2022,Red Bull Racing,,1,0,2,1.0,1.0,99.129,100.655,101.055
8,19.0,854,1083,1.0,0.0,0.0,18.995,2022,Haas F1 Team,,1,0,19,0.0,0.0,102.708,,
9,18.0,20,1083,1.0,0.0,0.0,22.356,2022,Aston Martin,,1,0,18,0.0,0.0,102.666,,
10,17.0,825,1083,1.0,0.0,0.0,24.59,2022,Haas F1 Team,,1,0,17,0.0,0.0,102.159,,
11,20.0,840,1083,1.0,0.0,0.0,26.147,2022,Aston Martin,,1,0,20,0.0,0.0,103.43,,
12,10.0,849,1083,1.0,0.0,0.0,32.511,2022,Williams,,1,0,10,1.0,1.0,101.998,103.273,123.095
13,14.0,817,1083,1.0,0.0,0.0,32.817,2022,McLaren,,1,0,14,1.0,0.0,101.933,104.355,
14,13.0,852,1083,1.0,0.0,0.0,40.91,2022,AlphaTauri,,1,0,13,1.0,0.0,101.893,104.311,
NC,15.0,839,1083,0.0,1.0,,,2022,Alpine,,1,0,15,1.0,0.0,101.73,105.19,
NC,11.0,842,1083,0.0,1.0,,,2022,AlphaTauri,,1,0,11,1.0,0.0,101.68,103.702,
NC,12.0,822,1083,0.0,1.0,,,2022,Alfa Romeo,,1,0,12,1.0,0.0,101.396,104.232,
NC,8.0,847,1083,0.0,1.0,,,2022,Mercedes,,1,0,8,1.0,1.0,100.028,101.725,102.161
NC,9.0,855,1083,0.0,1.0,,,2022,Alfa Romeo,,1,0,9,1.0,1.0,100.791,102.64,102.719
NC,16.0,848,1083,0.0,1.0,,,2022,Williams,,1,0,16,0.0,0.0,102.078,,
1,2.0,844,1084,1.0,0.0,0.0,0.0,2022,Ferrari,,0,1,2,1.0,1.0,65.419,65.287,65.013
2,1.0,830,1084,1.0,0.0,0.0,1.532,2022,Red Bull Racing,,0,1,1,1.0,1.0,65.852,65.374,64.984
3,8.0,1,1084,1.0,0.0,0.0,41.217,2022,Mercedes,,0,1,9,1.0,1.0,66.079,65.475,73.151
4,4.0,847,1084,1.0,0.0,0.0,58.972,2022,Mercedes,,0,1,4,1.0,1.0,66.235,65.697,65.431
5,6.0,839,1084,1.0,0.0,0.0,68.436,2022,Alpine,,0,1,5,1.0,1.0,66.468,65.993,65.726
6,9.0,854,1084,1.0,0.0,1.0,,2022,Haas F1 Team,,0,1,7,1.0,1.0,66.405,66.151,66.011
7,10.0,846,1084,1.0,0.0,1.0,,2022,McLaren,,0,1,15,1.0,0.0,66.33,85.84700000000001,
8,7.0,825,1084,1.0,0.0,1.0,,2022,Haas F1 Team,,0,1,6,1.0,1.0,66.366,65.894,65.879
9,11.0,817,1084,1.0,0.0,1.0,,2022,McLaren,,0,1,16,0.0,0.0,66.613,,
10,19.0,4,1084,1.0,0.0,1.0,,2022,Alpine,,0,1,8,1.0,1.0,66.016,66.082,66.103
11,20.0,822,1084,1.0,0.0,1.0,,2022,Alfa Romeo,,0,1,12,1.0,0.0,66.44200000000001,66.319,
12,15.0,848,1084,1.0,0.0,1.0,,2022,Williams,,0,1,11,1.0,0.0,66.516,66.23,
13,12.0,840,1084,1.0,0.0,1.0,,2022,Aston Martin,,0,1,17,0.0,0.0,66.847,,
14,13.0,855,1084,1.0,0.0,1.0,,2022,Alfa Romeo,,0,1,18,0.0,0.0,66.901,,
15,14.0,842,1084,1.0,0.0,1.0,,2022,AlphaTauri,,0,1,10,1.0,0.0,66.589,66.16,
16,16.0,852,1084,1.0,0.0,1.0,,2022,AlphaTauri,,0,1,14,1.0,0.0,66.463,66.851,
17,18.0,20,1084,1.0,0.0,1.0,,2022,Aston Martin,,0,1,20,0.0,0.0,67.083,,
NC,3.0,832,1084,0.0,1.0,,,2022,Ferrari,,0,1,3,1.0,1.0,65.66,65.576,65.066
NC,17.0,849,1084,0.0,1.0,,,2022,Williams,,0,1,19,0.0,0.0,67.003,,
NC,5.0,815,1084,0.0,1.0,,,2022,Red Bull Racing,,0,1,13,1.0,0.0,66.143,66.458,
1,2.0,830,1085,1.0,0.0,0.0,0.0,2022,Red Bull Racing,,0,1,2,1.0,1.0,91.891,91.99,91.176
2,4.0,1,1085,1.0,0.0,0.0,10.587,2022,Mercedes,,0,1,4,1.0,1.0,93.041,92.274,91.765
3,6.0,847,1085,1.0,0.0,0.0,16.495,2022,Mercedes,,0,1,6,1.0,1.0,93.109,92.633,92.131
4,3.0,815,1085,1.0,0.0,0.0,17.31,2022,Red Bull Racing,,0,1,3,1.0,1.0,92.354,92.12,91.335
5,19.0,832,1085,1.0,0.0,0.0,28.872,2022,Ferrari,,0,1,9,1.0,1.0,92.297,91.081,
6,7.0,4,1085,1.0,0.0,0.0,42.879,2022,Alpine,,0,1,7,1.0,1.0,92.819,92.631,92.552
7,5.0,846,1085,1.0,0.0,0.0,52.026,2022,McLaren,,0,1,5,1.0,1.0,92.672,92.777,92.032
8,10.0,839,1085,1.0,0.0,0.0,56.959,2022,Alpine,,0,1,12,1.0,0.0,93.346,93.048,
9,9.0,817,1085,1.0,0.0,0.0,60.372,2022,McLaren,,0,1,11,1.0,0.0,93.404,92.922,
10,15.0,840,1085,1.0,0.0,0.0,62.549,2022,Aston Martin,,0,1,17,0.0,0.0,93.439,,
11,12.0,20,1085,1.0,0.0,0.0,65.448,2022,Aston Martin,,0,1,14,1.0,0.0,93.285,93.276,
12,14.0,842,1085,1.0,0.0,0.0,65.448,2022,AlphaTauri,,0,1,16,0.0,0.0,93.439,,
13,13.0,848,1085,1.0,0.0,0.0,68.565,2022,Williams,,0,1,15,1.0,0.0,93.423,93.307,
14,11.0,822,1085,1.0,0.0,0.0,76.666,2022,Alfa Romeo,,0,1,13,1.0,0.0,93.034,93.052,
15,17.0,854,1085,1.0,0.0,0.0,80.394,2022,Haas F1 Team,,0,1,19,0.0,0.0,93.701,,
16,16.0,855,1085,1.0,0.0,6.0,,2022,Alfa Romeo,,0,1,18,0.0,0.0,93.674,,
NC,18.0,849,1085,0.0,1.0,,,2022,Williams,,0,1,20,0.0,0.0,93.794,,
NC,20.0,825,1085,0.0,1.0,,,2022,Haas F1 Team,,0,1,10,1.0,0.0,92.756,92.649,
NC,1.0,844,1085,0.0,1.0,,,2022,Ferrari,,0,1,1,1.0,1.0,91.727,91.216,90.872
NC,8.0,852,1085,0.0,1.0,,,2022,AlphaTauri,,0,1,8,1.0,1.0,93.394,92.836,92.78
1,10.0,830,1086,1.0,0.0,0.0,0.0,2022,Red Bull Racing,,1,0,10,1.0,1.0,78.509,77.703,78.82300000000001
2,7.0,1,1086,1.0,0.0,0.0,7.834,2022,Mercedes,,1,0,7,1.0,1.0,78.374,78.035,78.142
3,1.0,847,1086,1.0,0.0,0.0,12.337,2022,Mercedes,,1,0,1,1.0,1.0,78.407,78.154,77.377
4,2.0,832,1086,1.0,0.0,0.0,14.579,2022,Ferrari,,1,0,2,1.0,1.0,78.434,77.946,77.42099999999999
5,11.0,815,1086,1.0,0.0,0.0,15.688,2022,Red Bull Racing,,1,0,11,1.0,0.0,79.118,78.51599999999999,
6,3.0,844,1086,1.0,0.0,0.0,16.047,2022,Ferrari,,1,0,3,1.0,1.0,78.806,77.768,77.56700000000001
7,4.0,846,1086,1.0,0.0,0.0,78.3,2022,McLaren,,1,0,4,1.0,1.0,78.65299999999999,78.121,77.769
8,6.0,4,1086,1.0,0.0,1.0,,2022,Alpine,,1,0,6,1.0,1.0,78.71600000000001,77.904,78.078
9,5.0,839,1086,1.0,0.0,1.0,,2022,Alpine,,1,0,5,1.0,1.0,78.866,78.21600000000001,78.018
10,18.0,20,1086,1.0,0.0,1.0,,2022,Aston Martin,,1,0,18,0.0,0.0,79.273,,
11,14.0,840,1086,1.0,0.0,1.0,,2022,Aston Martin,,1,0,14,1.0,0.0,79.205,79.137,
12,20.0,842,1086,1.0,0.0,1.0,,2022,AlphaTauri,,1,0,19,0.0,0.0,79.527,,
13,12.0,855,1086,1.0,0.0,1.0,,2022,Alfa Romeo,,1,0,12,1.0,0.0,78.973,78.57300000000001,
14,15.0,854,1086,1.0,0.0,1.0,,2022,Haas F1 Team,,1,0,15,1.0,0.0,79.164,79.202,
15,9.0,817,1086,1.0,0.0,1.0,,2022,McLaren,,1,0,9,1.0,1.0,78.775,78.19800000000001,78.379
16,13.0,825,1086,1.0,0.0,1.0,,2022,Haas F1 Team,,1,0,13,1.0,0.0,78.993,78.825,
17,17.0,848,1086,1.0,0.0,1.0,,2022,Williams,,1,0,17,0.0,0.0,79.256,,
18,19.0,849,1086,1.0,0.0,1.0,,2022,Williams,,1,0,20,0.0,0.0,79.57,,
19,16.0,852,1086,1.0,0.0,2.0,,2022,AlphaTauri,,1,0,16,0.0,0.0,79.24,,
20,8.0,822,1086,0.0,1.0,,,2022,Alfa Romeo,,1,0,8,1.0,1.0,78.935,78.445,78.157
1,14.0,830,1087,1.0,0.0,0.0,0.0,2022,Red Bull Racing,,0,1,1,1.0,1.0,104.581,104.723,103.665
2,2.0,815,1087,1.0,0.0,0.0,17.841,2022,Red Bull Racing,,0,1,3,1.0,1.0,105.377,104.794,104.462
3,1.0,832,1087,1.0,0.0,0.0,26.886,2022,Ferrari,,0,1,2,1.0,1.0,105.05,105.418,104.297
4,5.0,847,1087,1.0,0.0,0.0,29.14,2022,Mercedes,,0,1,8,1.0,1.0,105.65,105.461,105.776
5,3.0,4,1087,1.0,0.0,0.0,73.256,2022,Alpine,,0,1,6,1.0,1.0,106.075,105.552,105.368
6,15.0,844,1087,1.0,0.0,0.0,74.936,2022,Ferrari,,0,1,4,1.0,1.0,105.572,104.551,104.553
7,16.0,839,1087,1.0,0.0,0.0,75.64,2022,Alpine,,0,1,5,1.0,1.0,106.039,105.475,105.18
8,10.0,20,1087,1.0,0.0,0.0,78.107,2022,Aston Martin,,0,1,16,0.0,0.0,106.344,,
9,8.0,842,1087,1.0,0.0,0.0,92.181,2022,AlphaTauri,,0,1,12,1.0,0.0,106.183,105.827,
10,6.0,848,1087,1.0,0.0,0.0,101.9,2022,Williams,,0,1,9,1.0,1.0,105.672,105.675,105.837
11,9.0,840,1087,1.0,0.0,0.0,103.078,2022,Aston Martin,,0,1,14,1.0,0.0,106.256,106.611,
12,17.0,846,1087,1.0,0.0,0.0,104.739,2022,McLaren,,0,1,10,1.0,1.0,105.745,105.603,106.178
13,20.0,852,1087,1.0,0.0,0.0,105.217,2022,AlphaTauri,,0,1,19,0.0,0.0,106.692,,
14,18.0,855,1087,1.0,0.0,0.0,106.252,2022,Alfa Romeo,,0,1,13,1.0,0.0,106.178,106.085,
15,7.0,817,1087,1.0,0.0,0.0,107.163,2022,McLaren,,0,1,11,1.0,0.0,106.212,105.767,
16,12.0,825,1087,1.0,0.0,1.0,,2022,Haas F1 Team,,0,1,18,0.0,0.0,106.557,,
17,19.0,854,1087,1.0,0.0,1.0,,2022,Haas F1 Team,,0,1,15,1.0,0.0,106.342,107.718,
18,11.0,849,1087,1.0,0.0,1.0,,2022,Williams,,0,1,17,0.0,0.0,106.401,,
NC,13.0,822,1087,0.0,1.0,,,2022,Alfa Romeo,,0,1,20,0.0,0.0,107.866,,
NC,4.0,1,1087,0.0,1.0,,,2022,Mercedes,,0,1,7,1.0,1.0,105.736,105.42,105.503
1,1.0,830,1088,1.0,0.0,0.0,0.0,2022,Red Bull Racing,,1,0,1,1.0,1.0,71.31700000000001,70.92699999999999,70.342
2,6.0,847,1088,1.0,0.0,0.0,4.071,2022,Mercedes,,1,0,6,1.0,1.0,71.561,70.824,71.147
3,2.0,844,1088,1.0,0.0,0.0,10.929,2022,Ferrari,,1,0,2,1.0,1.0,71.443,70.988,70.363
