Position,Starting Grid,kaggle_driver_id,raceId,finished,dnf,laps_down,time_gap_sec,year,Team,Track,rain,sunny,quali_position,participated_q2,participated_q3,q1_time_sec,q2_time_sec,q3_time_sec
4,4.0,1,1088,1.0,0.0,0.0,13.016,2022,Mercedes,,1,0,4,1.0,1.0,71.331,71.075,70.648
5,5.0,815,1088,1.0,0.0,0.0,18.168,2022,Red Bull Racing,,1,0,5,1.0,1.0,71.641,71.314,71.077
6,13.0,4,1088,1.0,0.0,0.0,18.754,2022,Alpine,,1,0,13,1.0,0.0,71.667,71.613,
7,7.0,846,1088,1.0,0.0,0.0,19.306,2022,McLaren,,1,0,7,1.0,1.0,71.556,71.116,71.174
8,3.0,832,1088,1.0,0.0,0.0,20.916,2022,Ferrari,,1,0,3,1.0,1.0,71.767,70.814,70.434
9,12.0,839,1088,1.0,0.0,0.0,21.117,2022,Alpine,,1,0,12,1.0,0.0,71.748,71.605,
10,10.0,840,1088,1.0,0.0,0.0,22.459,2022,Aston Martin,,1,0,10,1.0,0.0,71.568,71.416,
11,11.0,842,1088,1.0,0.0,0.0,27.009,2022,AlphaTauri,,1,0,11,1.0,0.0,71.705,71.512,
12,15.0,848,1088,1.0,0.0,0.0,30.39,2022,Williams,,1,0,15,1.0,0.0,71.695,71.80199999999999,
13,8.0,854,1088,1.0,0.0,0.0,32.995,2022,Haas F1 Team,,1,0,8,1.0,1.0,71.741,71.42,71.44200000000001
14,19.0,20,1088,1.0,0.0,0.0,36.007,2022,Aston Martin,,1,0,19,0.0,0.0,72.391,,
15,18.0,825,1088,1.0,0.0,0.0,36.869,2022,Haas F1 Team,,1,0,18,0.0,0.0,72.319,,
16,14.0,855,1088,1.0,0.0,0.0,37.32,2022,Alfa Romeo,,1,0,14,1.0,0.0,71.826,71.70400000000001,
17,17.0,817,1088,1.0,0.0,0.0,37.764,2022,McLaren,,1,0,17,0.0,0.0,72.081,,
18,20.0,849,1088,1.0,0.0,1.0,,2022,Williams,,1,0,20,0.0,0.0,73.353,,
NC,16.0,822,1088,0.0,1.0,,,2022,Alfa Romeo,,1,0,16,0.0,0.0,71.961,,
NC,9.0,852,1088,0.0,1.0,,,2022,AlphaTauri,,1,0,9,1.0,1.0,71.42699999999999,71.428,72.556
1,7.0,830,1089,1.0,0.0,0.0,0.0,2022,Red Bull Racing,,0,1,2,1.0,1.0,80.922,81.265,80.306
2,1.0,844,1089,1.0,0.0,0.0,2.446,2022,Ferrari,,0,1,1,1.0,1.0,81.28,81.208,80.161
3,2.0,847,1089,1.0,0.0,0.0,3.405,2022,Mercedes,,0,1,6,1.0,1.0,81.785,81.747,81.542
4,18.0,832,1089,1.0,0.0,0.0,5.061,2022,Ferrari,,0,1,3,1.0,1.0,81.348,80.878,80.429
5,19.0,1,1089,1.0,0.0,0.0,5.38,2022,Mercedes,,0,1,5,1.0,1.0,82.048,81.708,81.524
6,13.0,815,1089,1.0,0.0,0.0,6.091,2022,Red Bull Racing,,0,1,4,1.0,1.0,81.495,81.358,81.206
7,3.0,846,1089,1.0,0.0,0.0,6.207,2022,McLaren,,0,1,7,1.0,1.0,82.13,81.831,81.584
8,5.0,842,1089,1.0,0.0,0.0,6.396,2022,AlphaTauri,,0,1,9,1.0,1.0,82.01,82.062,82.648
9,8.0,856,1089,1.0,0.0,0.0,7.122,2022,Williams,,0,1,13,1.0,0.0,82.56700000000001,82.471,
10,9.0,855,1089,1.0,0.0,0.0,7.91,2022,Alfa Romeo,,0,1,14,1.0,0.0,82.003,82.577,
11,14.0,839,1089,1.0,0.0,0.0,8.323,2022,Alpine,,0,1,11,1.0,0.0,82.166,82.13,
12,17.0,854,1089,1.0,0.0,0.0,8.549,2022,Haas F1 Team,,0,1,20,0.0,0.0,83.005,,
13,15.0,822,1089,1.0,0.0,1.0,,2022,Alfa Romeo,,0,1,12,1.0,0.0,82.254,82.235,
14,20.0,852,1089,1.0,0.0,1.0,,2022,AlphaTauri,,0,1,15,0.0,0.0,82.02,,
15,10.0,849,1089,1.0,0.0,1.0,,2022,Williams,,0,1,16,0.0,0.0,82.587,,
16,16.0,825,1089,1.0,0.0,1.0,,2022,Haas F1 Team,,0,1,19,0.0,0.0,82.908,,
NC,4.0,817,1089,0.0,1.0,,,2022,McLaren,,0,1,8,1.0,1.0,82.139,81.855,81.925
NC,12.0,840,1089,0.0,1.0,,,2022,Aston Martin,,0,1,18,0.0,0.0,82.748,,
NC,6.0,4,1089,0.0,1.0,,,2022,Alpine,,0,1,10,1.0,0.0,82.089,81.861,
NC,11.0,20,1089,0.0,1.0,,,2022,Aston Martin,,0,1,17,0.0,0.0,82.636,,
1,2.0,815,1091,1.0,0.0,0.0,0.0,2022,Red Bull Racing,,0,1,2,1.0,1.0,114.404,112.818,109.434
2,1.0,844,1091,1.0,0.0,0.0,2.595,2022,Ferrari,,0,1,1,1.0,1.0,114.129,112.343,109.412
3,4.0,832,1091,1.0,0.0,0.0,10.305,2022,Ferrari,,0,1,4,1.0,1.0,114.559,113.219,109.583
4,6.0,846,1091,1.0,0.0,0.0,21.133,2022,McLaren,,0,1,6,1.0,1.0,115.914,113.942,110.584
5,16.0,817,1091,1.0,0.0,0.0,53.282,2022,McLaren,,0,1,17,0.0,0.0,116.226,,
6,11.0,840,1091,1.0,0.0,0.0,56.33,2022,Aston Martin,,0,1,12,1.0,0.0,115.629,114.211,
7,8.0,830,1091,1.0,0.0,0.0,58.825,2022,Red Bull Racing,,0,1,8,1.0,1.0,113.057,112.723,111.395
8,13.0,20,1091,1.0,0.0,0.0,60.032,2022,Aston Martin,,0,1,14,1.0,0.0,115.602,114.38,
9,3.0,1,1091,1.0,0.0,0.0,61.515,2022,Mercedes,,0,1,3,1.0,1.0,113.161,112.691,109.466
10,7.0,842,1091,1.0,0.0,0.0,69.576,2022,AlphaTauri,,0,1,7,1.0,1.0,115.606,113.546,111.211
11,15.0,822,1091,1.0,0.0,0.0,88.844,2022,Alfa Romeo,,0,1,16,0.0,0.0,116.083,,
12,9.0,825,1091,1.0,0.0,0.0,92.61,2022,Haas F1 Team,,0,1,9,1.0,1.0,115.103,114.006,111.573
13,12.0,854,1091,1.0,0.0,1.0,,2022,Haas F1 Team,,0,1,13,1.0,0.0,115.736,114.37,
14,20.0,847,1091,1.0,0.0,2.0,,2022,Mercedes,,0,1,11,1.0,0.0,114.633,114.012,
NC,10.0,852,1091,0.0,1.0,,,2022,AlphaTauri,,0,1,10,1.0,1.0,115.314,113.848,111.983
NC,17.0,839,1091,0.0,1.0,,,2022,Alpine,,0,1,18,0.0,0.0,116.337,,
NC,18.0,848,1091,0.0,1.0,,,2022,Williams,,0,1,19,0.0,0.0,116.985,,
NC,5.0,4,1091,0.0,1.0,,,2022,Alpine,,0,1,5,1.0,1.0,115.36,113.127,109.966
NC,19.0,849,1091,0.0,1.0,,,2022,Williams,,0,1,20,0.0,0.0,117.532,,
NC,14.0,855,1091,0.0,1.0,,,2022,Alfa Romeo,,0,1,15,1.0,0.0,115.375,115.518,
1,1.0,830,1092,1.0,0.0,0.0,0.0,2022,Red Bull Racing,,1,0,1,1.0,1.0,90.224,90.346,89.304
2,4.0,815,1092,1.0,0.0,0.0,27.066,2022,Red Bull Racing,,1,0,4,1.0,1.0,90.622,89.25,89.709
3,2.0,844,1092,1.0,0.0,0.0,31.763,2022,Ferrari,,1,0,2,1.0,1.0,90.402,90.486,89.314
4,5.0,839,1092,1.0,0.0,0.0,39.685,2022,Alpine,,1,0,5,1.0,1.0,90.696,90.357,90.165
5,6.0,1,1092,1.0,0.0,0.0,40.326,2022,Mercedes,,1,0,6,1.0,1.0,90.906,90.443,90.261
6,9.0,20,1092,1.0,0.0,0.0,46.358,2022,Aston Martin,,1,0,9,1.0,1.0,91.256,90.656,90.554
7,7.0,4,1092,1.0,0.0,0.0,46.369,2022,Alpine,,1,0,7,1.0,1.0,90.603,90.343,90.322
8,8.0,847,1092,1.0,0.0,0.0,47.661,2022,Mercedes,,1,0,8,1.0,1.0,90.865,90.465,90.389
9,19.0,849,1092,1.0,0.0,0.0,70.143,2022,Williams,,1,0,20,0.0,0.0,91.511,,
10,10.0,846,1092,1.0,0.0,0.0,70.782,2022,McLaren,,1,0,10,1.0,1.0,90.881,90.473,91.003
11,11.0,817,1092,1.0,0.0,0.0,72.877,2022,McLaren,,1,0,11,1.0,0.0,90.88,90.659,
12,18.0,840,1092,1.0,0.0,0.0,73.904,2022,Aston Martin,,1,0,19,0.0,0.0,91.419,,
13,13.0,852,1092,1.0,0.0,0.0,75.599,2022,AlphaTauri,,1,0,13,1.0,0.0,91.13,90.808,
14,17.0,825,1092,1.0,0.0,0.0,86.016,2022,Haas F1 Team,,1,0,18,0.0,0.0,91.352,,
15,12.0,822,1092,1.0,0.0,0.0,86.496,2022,Alfa Romeo,,1,0,12,1.0,0.0,91.226,90.709,
16,14.0,855,1092,1.0,0.0,0.0,87.043,2022,Alfa Romeo,,1,0,14,1.0,0.0,90.894,90.953,
17,15.0,854,1092,1.0,0.0,0.0,92.523,2022,Haas F1 Team,,1,0,15,1.0,0.0,91.152,91.439,
18,20.0,842,1092,1.0,0.0,0.0,108.091,2022,AlphaTauri,,1,0,17,0.0,0.0,91.322,,
NC,3.0,832,1092,0.0,1.0,,,2022,Ferrari,,1,0,3,1.0,1.0,90.336,90.444,89.361
NC,16.0,848,1092,0.0,1.0,,,2022,Williams,,1,0,16,0.0,0.0,91.311,,
1,2.0,830,1093,1.0,0.0,0.0,0.0,2022,Red Bull Racing,,0,1,3,1.0,1.0,95.864,95.294,94.448
2,3.0,1,1093,1.0,0.0,0.0,5.023,2022,Mercedes,,0,1,5,1.0,1.0,96.148,95.732,94.947
3,12.0,844,1093,1.0,0.0,0.0,7.501,2022,Ferrari,,0,1,2,1.0,1.0,95.795,95.246,94.421
4,9.0,815,1093,1.0,0.0,0.0,8.293,2022,Red Bull Racing,,0,1,4,1.0,1.0,96.163,95.864,94.645
5,4.0,847,1093,1.0,0.0,0.0,44.815,2022,Mercedes,,0,1,6,1.0,1.0,96.195,95.692,94.988
6,6.0,846,1093,1.0,0.0,0.0,53.785,2022,McLaren,,0,1,8,1.0,1.0,96.465,96.341,95.69
7,14.0,4,1093,1.0,0.0,0.0,55.078,2022,Alpine,,0,1,9,1.0,1.0,96.446,95.988,95.876
8,10.0,20,1093,1.0,0.0,0.0,65.354,2022,Aston Martin,,0,1,12,1.0,0.0,96.995,96.398,
9,13.0,825,1093,1.0,0.0,0.0,65.834,2022,Haas F1 Team,,0,1,16,0.0,0.0,96.949,,
10,19.0,852,1093,1.0,0.0,0.0,70.919,2022,AlphaTauri,,0,1,15,1.0,0.0,96.808,97.147,
11,20.0,839,1093,1.0,0.0,0.0,72.875,2022,Alpine,,0,1,18,0.0,0.0,97.068,,
12,18.0,855,1093,1.0,0.0,0.0,76.164,2022,Alfa Romeo,,0,1,14,1.0,0.0,96.656,96.97,
13,8.0,848,1093,1.0,0.0,0.0,80.057,2022,Williams,,0,1,11,1.0,0.0,96.922,96.368,
14,11.0,842,1093,1.0,0.0,0.0,81.763,2022,AlphaTauri,,0,1,13,1.0,0.0,96.577,96.74,
15,16.0,854,1093,1.0,0.0,0.0,84.49,2022,Haas F1 Team,,0,1,19,0.0,0.0,97.111,,
16,15.0,817,1093,1.0,0.0,0.0,90.487,2022,McLaren,,0,1,17,0.0,0.0,97.046,,
17,17.0,849,1093,1.0,0.0,0.0,103.588,2022,Williams,,0,1,20,0.0,0.0,97.244,,
NC,5.0,840,1093,0.0,1.0,,,2022,Aston Martin,,0,1,7,1.0,1.0,96.86,96.032,95.598
NC,7.0,822,1093,0.0,1.0,,,2022,Alfa Romeo,,0,1,10,1.0,1.0,96.746,96.321,96.319
NC,1.0,832,1093,0.0,1.0,,,2022,Ferrari,,0,1,1,1.0,1.0,95.297,95.59,94.356
1,1.0,830,1094,1.0,0.0,0.0,0.0,2022,Red Bull Racing,,1,1,1,1.0,1.0,79.22200000000001,78.566,77.775
2,3.0,1,1094,1.0,0.0,0.0,15.186,2022,Mercedes,,1,1,3,1.0,1.0,79.169,78.55199999999999,78.084
3,4.0,815,1094,1.0,0.0,0.0,18.097,2022,Red Bull Racing,,1,1,4,1.0,1.0,79.706,78.615,78.128
4,2.0,847,1094,1.0,0.0,0.0,49.431,2022,Mercedes,,1,1,2,1.0,1.0,79.583,78.565,78.07900000000001
5,5.0,832,1094,1.0,0.0,0.0,58.123,2022,Ferrari,,1,1,5,1.0,1.0,79.566,78.56,78.351
6,7.0,844,1094,1.0,0.0,0.0,68.774,2022,Ferrari,,1,1,7,1.0,1.0,79.505,79.10900000000001,78.555
7,11.0,817,1094,1.0,0.0,1.0,,2022,McLaren,,1,1,11,1.0,0.0,80.279,79.325,
8,10.0,839,1094,1.0,0.0,1.0,,2022,Alpine,,1,1,10,1.0,1.0,79.945,79.081,79.01
9,8.0,846,1094,1.0,0.0,1.0,,2022,McLaren,,1,1,8,1.0,1.0,79.857,79.119,78.721
10,6.0,822,1094,1.0,0.0,1.0,,2022,Alfa Romeo,,1,1,6,1.0,1.0,79.523,78.762,78.401
11,14.0,842,1094,1.0,0.0,1.0,,2022,AlphaTauri,,1,1,14,1.0,0.0,80.256,79.672,
12,17.0,848,1094,1.0,0.0,1.0,,2022,Williams,,1,1,19,0.0,0.0,80.85900000000001,,
13,12.0,855,1094,1.0,0.0,1.0,,2022,Alfa Romeo,,1,1,12,1.0,0.0,80.283,79.476,
14,16.0,20,1094,1.0,0.0,1.0,,2022,Aston Martin,,1,1,17,0.0,0.0,80.419,,
15,20.0,840,1094,1.0,0.0,1.0,,2022,Aston Martin,,1,1,18,0.0,0.0,80.52,,
16,15.0,854,1094,1.0,0.0,1.0,,2022,Haas F1 Team,,1,1,16,0.0,0.0,80.419,,
17,19.0,825,1094,1.0,0.0,1.0,,2022,Haas F1 Team,,1,1,15,1.0,0.0,80.293,79.833,
18,18.0,849,1094,1.0,0.0,2.0,,2022,Williams,,1,1,20,0.0,0.0,81.167,,
19,9.0,4,1094,0.0,1.0,,,2022,Alpine,,1,1,9,1.0,1.0,80.006,79.27199999999999,78.939
NC,13.0,852,1094,0.0,1.0,,,2022,AlphaTauri,,1,1,13,1.0,0.0,79.907,79.589,
1,1.0,847,1095,1.0,0.0,0.0,0.0,2022,Mercedes,,0,1,3,1.0,1.0,74.42699999999999,71.318,72.059
2,2.0,1,1095,1.0,0.0,0.0,1.529,2022,Mercedes,,0,1,8,1.0,1.0,73.403,71.539,72.611
3,7.0,832,1095,1.0,0.0,0.0,4.051,2022,Ferrari,,0,1,5,1.0,1.0,5120.0,70.89,72.357
4,5.0,844,1095,1.0,0.0,0.0,8.441,2022,Ferrari,,0,1,10,1.0,1.0,74.486,70.95,
5,17.0,4,1095,1.0,0.0,0.0,9.561,2022,Alpine,,0,1,7,1.0,1.0,73.542,71.394,72.504
6,3.0,830,1095,1.0,0.0,0.0,10.056,2022,Red Bull Racing,,0,1,2,1.0,1.0,73.625,70.881,71.877
7,4.0,815,1095,1.0,0.0,0.0,14.08,2022,Red Bull Racing,,0,1,9,1.0,1.0,73.613,71.456,75.601
8,16.0,839,1095,1.0,0.0,0.0,18.69,2022,Alpine,,0,1,6,1.0,1.0,74.663,71.587,72.425
9,14.0,822,1095,1.0,0.0,0.0,22.552,2022,Alfa Romeo,,0,1,18,0.0,0.0,75.486,,
10,15.0,840,1095,1.0,0.0,0.0,23.552,2022,Aston Martin,,0,1,15,1.0,0.0,74.398,72.21000000000001,
11,9.0,20,1095,1.0,0.0,0.0,26.183,2022,Aston Martin,,0,1,13,1.0,0.0,73.597,71.678,
12,13.0,855,1095,1.0,0.0,0.0,29.325,2022,Alfa Romeo,,0,1,17,0.0,0.0,75.197,,
13,12.0,854,1095,1.0,0.0,0.0,29.899,2022,Haas F1 Team,,0,1,20,0.0,0.0,76.361,,
14,10.0,842,1095,1.0,0.0,0.0,31.867,2022,AlphaTauri,,0,1,12,1.0,0.0,74.371,71.675,
15,19.0,848,1095,1.0,0.0,0.0,36.016,2022,Williams,,0,1,11,1.0,0.0,74.324,71.631,
16,18.0,849,1095,1.0,0.0,0.0,37.038,2022,Williams,,0,1,16,0.0,0.0,75.095,,
17,20.0,852,1095,1.0,0.0,1.0,,2022,AlphaTauri,,0,1,19,0.0,0.0,76.264,,
NC,6.0,846,1095,0.0,1.0,,,2022,McLaren,,0,1,4,1.0,1.0,73.106,71.377,72.263
NC,8.0,825,1095,0.0,1.0,,,2022,Haas F1 Team,,0,1,1,1.0,1.0,73.95400000000001,71.41,71.674
NC,11.0,817,1095,0.0,1.0,,,2022,McLaren,,0,1,14,1.0,0.0,74.931,72.14,
1,1.0,830,1096,1.0,0.0,0.0,0.0,2022,Red Bull Racing,,0,1,1,1.0,1.0,84.754,84.622,83.824
2,3.0,844,1096,1.0,0.0,0.0,8.771,2022,Ferrari,,0,1,3,1.0,1.0,85.211,84.517,84.092
3,2.0,815,1096,1.0,0.0,0.0,10.093,2022,Red Bull Racing,,0,1,2,1.0,1.0,84.82,84.419,84.05199999999999
4,4.0,832,1096,1.0,0.0,0.0,24.892,2022,Ferrari,,0,1,4,1.0,1.0,85.09,84.521,84.242
5,6.0,847,1096,1.0,0.0,0.0,35.888,2022,Mercedes,,0,1,6,1.0,1.0,85.545,84.94,84.511
6,7.0,846,1096,1.0,0.0,0.0,56.234,2022,McLaren,,0,1,7,1.0,1.0,85.387,84.90299999999999,84.769
7,8.0,839,1096,1.0,0.0,0.0,57.24,2022,Alpine,,0,1,8,1.0,1.0,85.735,85.007,84.83
8,14.0,840,1096,1.0,0.0,0.0,76.931,2022,Aston Martin,,0,1,14,1.0,0.0,85.741,85.35900000000001,
9,13.0,817,1096,1.0,0.0,0.0,83.268,2022,McLaren,,0,1,10,1.0,1.0,85.76599999999999,85.068,85.045
10,9.0,20,1096,1.0,0.0,0.0,83.898,2022,Aston Martin,,0,1,9,1.0,1.0,85.523,84.974,84.961
11,11.0,852,1096,1.0,0.0,0.0,89.371,2022,AlphaTauri,,0,1,12,1.0,0.0,85.63,85.219,
12,15.0,855,1096,1.0,0.0,1.0,,2022,Alfa Romeo,,0,1,15,1.0,0.0,85.594,85.408,
13,19.0,848,1096,1.0,0.0,1.0,,2022,Williams,,0,1,19,0.0,0.0,86.02799999999999,,
14,17.0,842,1096,1.0,0.0,1.0,,2022,AlphaTauri,,0,1,17,0.0,0.0,85.85900000000001,,
15,18.0,822,1096,1.0,0.0,1.0,,2022,Alfa Romeo,,0,1,18,0.0,0.0,85.892,,
16,12.0,854,1096,1.0,0.0,1.0,,2022,Haas F1 Team,,0,1,13,1.0,0.0,85.711,85.225,
17,16.0,825,1096,1.0,0.0,1.0,,2022,Haas F1 Team,,0,1,16,0.0,0.0,85.834,,
18,5.0,1,1096,0.0,1.0,,,2022,Mercedes,,0,1,5,1.0,1.0,85.594,84.774,84.508
19,20.0,849,1096,0.0,1.0,,,2022,Williams,,0,1,20,0.0,0.0,86.054,,
NC,10.0,4,1096,0.0,1.0,,,2022,Alpine,,0,1,11,1.0,0.0,85.782,85.096,
1,1.0,830,1098,1.0,0.0,0.0,0.0,2023,Red Bull Racing,,0,1,1,1.0,1.0,91.295,90.503,89.708
2,2.0,815,1098,1.0,0.0,0.0,11.987,2023,Red Bull Racing,,0,1,2,1.0,1.0,91.479,90.746,89.846
3,5.0,4,1098,1.0,0.0,0.0,38.637,2023,Aston Martin,,0,1,5,1.0,1.0,91.158,90.645,90.336
4,4.0,832,1098,1.0,0.0,0.0,48.052,2023,Ferrari,,0,1,4,1.0,1.0,90.993,90.515,90.154
5,7.0,1,1098,1.0,0.0,0.0,50.977,2023,Mercedes,,0,1,7,1.0,1.0,91.543,90.513,90.384
6,8.0,840,1098,1.0,0.0,0.0,54.502,2023,Aston Martin,,0,1,8,1.0,1.0,91.184,91.127,90.836
7,6.0,847,1098,1.0,0.0,0.0,55.873,2023,Mercedes,,0,1,6,1.0,1.0,91.057,90.507,90.34
8,12.0,822,1098,1.0,0.0,0.0,72.647,2023,Alfa Romeo,,0,1,12,1.0,0.0,91.504,91.443,
9,20.0,842,1098,1.0,0.0,0.0,73.753,2023,Alpine,,0,1,20,0.0,0.0,92.181,,
10,15.0,848,1098,1.0,0.0,0.0,89.774,2023,Williams,,0,1,15,1.0,0.0,91.461,,
11,14.0,852,1098,1.0,0.0,0.0,90.87,2023,AlphaTauri,,0,1,14,1.0,0.0,91.4,92.51,
12,16.0,858,1098,1.0,0.0,1.0,,2023,Williams,,0,1,16,0.0,0.0,91.652,,
13,17.0,825,1098,1.0,0.0,1.0,,2023,Haas F1 Team,,0,1,17,0.0,0.0,91.892,,
14,19.0,856,1098,1.0,0.0,1.0,,2023,AlphaTauri,,0,1,19,0.0,0.0,92.121,,
15,10.0,807,1098,1.0,0.0,1.0,,2023,Haas F1 Team,,0,1,10,1.0,1.0,91.204,90.809,
16,13.0,855,1098,1.0,0.0,1.0,,2023,Alfa Romeo,,0,1,13,1.0,0.0,91.615,91.473,
17,11.0,846,1098,1.0,0.0,2.0,,2023,McLaren,,0,1,11,1.0,0.0,91.652,91.381,
NC,9.0,839,1098,0.0,1.0,,,2023,Alpine,,0,1,9,1.0,1.0,91.508,90.914,90.984
NC,3.0,844,1098,0.0,1.0,,,2023,Ferrari,,0,1,3,1.0,1.0,91.094,90.282,90.0
NC,18.0,857,1098,0.0,1.0,,,2023,McLaren,,0,1,18,0.0,0.0,92.101,,
1,1.0,815,1099,1.0,0.0,0.0,0.0,2023,Red Bull Racing,,0,1,1,1.0,1.0,89.244,88.635,88.265
2,15.0,830,1099,1.0,0.0,0.0,5.335,2023,Red Bull Racing,,0,1,15,1.0,0.0,88.761,109.953,
3,2.0,4,1099,1.0,0.0,0.0,20.728,2023,Aston Martin,,0,1,3,1.0,1.0,89.298,88.757,88.73
4,3.0,847,1099,1.0,0.0,0.0,25.866,2023,Mercedes,,0,1,4,1.0,1.0,89.592,89.132,88.857
5,7.0,1,1099,1.0,0.0,0.0,31.065,2023,Mercedes,,0,1,8,1.0,1.0,89.689,89.374,89.223
6,4.0,832,1099,1.0,0.0,0.0,35.876,2023,Ferrari,,0,1,5,1.0,1.0,89.411,88.957,88.931
7,12.0,844,1099,1.0,0.0,0.0,43.162,2023,Ferrari,,0,1,2,1.0,1.0,89.376,88.90299999999999,88.42
8,6.0,839,1099,1.0,0.0,0.0,52.832,2023,Alpine,,0,1,7,1.0,1.0,89.707,89.255,89.078
9,9.0,842,1099,1.0,0.0,0.0,54.747,2023,Alpine,,0,1,10,1.0,1.0,89.89,89.411,89.357
10,13.0,825,1099,1.0,0.0,0.0,64.826,2023,Haas F1 Team,,0,1,13,1.0,0.0,89.744,89.634,
11,16.0,852,1099,1.0,0.0,0.0,67.494,2023,AlphaTauri,,0,1,16,0.0,0.0,89.939,,
12,10.0,807,1099,1.0,0.0,0.0,70.588,2023,Haas F1 Team,,0,1,11,1.0,0.0,89.547,89.451,
13,11.0,855,1099,1.0,0.0,0.0,76.06,2023,Alfa Romeo,,0,1,12,1.0,0.0,89.654,89.461,
14,18.0,856,1099,1.0,0.0,0.0,77.478,2023,AlphaTauri,,0,1,18,0.0,0.0,90.244,,
15,8.0,857,1099,1.0,0.0,0.0,85.021,2023,McLaren,,0,1,9,1.0,1.0,89.706,89.378,89.243
16,20.0,858,1099,1.0,0.0,0.0,86.293,2023,Williams,,0,1,NC,0.0,0.0,128.51,,
17,19.0,846,1099,1.0,0.0,0.0,86.445,2023,McLaren,,0,1,19,0.0,0.0,90.447,,
18,14.0,822,1099,1.0,0.0,1.0,,2023,Alfa Romeo,,0,1,14,1.0,0.0,89.929,89.668,
NC,17.0,848,1099,0.0,1.0,,,2023,Williams,,0,1,17,0.0,0.0,89.994,,
NC,5.0,840,1099,0.0,1.0,,,2023,Aston Martin,,0,1,6,1.0,1.0,89.33500000000001,88.962,88.945
1,1.0,830,1100,1.0,0.0,0.0,0.0,2023,Red Bull Racing,,0,1,1,1.0,1.0,77.384,77.056,76.732
2,3.0,1,1100,1.0,0.0,0.0,0.179,2023,Mercedes,,0,1,3,1.0,1.0,77.689,77.551,77.104
3,4.0,4,1100,1.0,0.0,0.0,0.769,2023,Aston Martin,,0,1,4,1.0,1.0,77.832,77.283,77.139
4,6.0,840,1100,1.0,0.0,0.0,3.082,2023,Aston Martin,,0,1,6,1.0,1.0,77.873,77.616,77.30799999999999
5,20.0,815,1100,1.0,0.0,0.0,3.32,2023,Red Bull Racing,,0,1,NC,0.0,0.0,,,
6,13.0,846,1100,1.0,0.0,0.0,3.701,2023,McLaren,,0,1,13,1.0,0.0,78.243,78.119,
7,10.0,807,1100,1.0,0.0,0.0,4.939,2023,Haas F1 Team,,0,1,10,1.0,1.0,78.029,77.413,77.735
8,16.0,857,1100,1.0,0.0,0.0,5.382,2023,McLaren,,0,1,16,0.0,0.0,78.517,,
9,17.0,855,1100,1.0,0.0,0.0,5.713,2023,Alfa Romeo,,0,1,17,0.0,0.0,78.53999999999999,,
10,12.0,852,1100,1.0,0.0,0.0,6.052,2023,AlphaTauri,,0,1,12,1.0,0.0,78.471,78.099,
11,19.0,822,1100,1.0,0.0,0.0,6.513,2023,Alfa Romeo,,0,1,19,0.0,0.0,78.714,,
12,5.0,832,1100,1.0,0.0,0.0,6.594,2023,Ferrari,,0,1,5,1.0,1.0,77.928,77.349,77.27
13,9.0,842,1100,0.0,1.0,,,2023,Alpine,,0,1,9,1.0,1.0,78.312,77.574,77.675
14,11.0,839,1100,0.0,1.0,,,2023,Alpine,,0,1,11,1.0,0.0,77.77,77.768,
15,15.0,856,1100,0.0,1.0,,,2023,AlphaTauri,,0,1,15,1.0,0.0,78.45,78.33500000000001,
16,18.0,858,1100,0.0,1.0,,,2023,Williams,,0,1,18,0.0,0.0,78.557,,
17,14.0,825,1100,0.0,1.0,,,2023,Haas F1 Team,,0,1,14,1.0,0.0,78.15899999999999,78.129,
NC,2.0,847,1100,0.0,1.0,,,2023,Mercedes,,0,1,2,1.0,1.0,77.654,77.513,76.968
NC,8.0,848,1100,0.0,1.0,,,2023,Williams,,0,1,8,1.0,1.0,77.962,77.761,77.60900000000001
NC,7.0,844,1100,0.0,1.0,,,2023,Ferrari,,0,1,7,1.0,1.0,78.218,77.39,77.369
1,3.0,815,1101,1.0,0.0,0.0,0.0,2023,Red Bull Racing,,0,1,3,1.0,1.0,101.756,101.131,100.495
2,2.0,830,1101,1.0,0.0,0.0,2.137,2023,Red Bull Racing,,0,1,2,1.0,1.0,101.398,100.822,100.391
3,1.0,844,1101,1.0,0.0,0.0,21.217,2023,Ferrari,,0,1,1,1.0,1.0,101.269,101.037,100.203
4,6.0,4,1101,1.0,0.0,0.0,22.024,2023,Aston Martin,,0,1,6,1.0,1.0,101.72,101.37,101.253
5,4.0,832,1101,1.0,0.0,0.0,45.491,2023,Ferrari,,0,1,4,1.0,1.0,102.197,101.369,101.016
6,5.0,1,1101,1.0,0.0,0.0,46.145,2023,Mercedes,,0,1,5,1.0,1.0,102.113,101.65,101.177
7,9.0,840,1101,1.0,0.0,0.0,51.617,2023,Aston Martin,,0,1,9,1.0,1.0,102.524,101.576,101.611
8,11.0,847,1101,1.0,0.0,0.0,74.24,2023,Mercedes,,0,1,11,1.0,0.0,102.073,101.654,
9,7.0,846,1101,1.0,0.0,0.0,80.376,2023,McLaren,,0,1,7,1.0,1.0,102.154,101.485,101.281
10,8.0,852,1101,1.0,0.0,0.0,83.862,2023,AlphaTauri,,0,1,8,1.0,1.0,102.234,101.569,101.581
11,10.0,857,1101,1.0,0.0,0.0,86.501,2023,McLaren,,0,1,10,1.0,1.0,102.455,101.636,101.611
12,12.0,848,1101,1.0,0.0,0.0,88.623,2023,Williams,,0,1,13,1.0,0.0,102.171,101.818,
