resultId,raceId,driverId,position,time,milliseconds,fastestLapTime,fastestLapSpeed
25299,1069,847,14,\N,\N,1:41.120,196.269
25300,1069,849,15,\N,\N,1:41.818,194.924
25301,1069,854,16,\N,\N,1:41.395,195.737
25302,1069,853,17,\N,\N,1:42.886,192.900
25303,1069,4,\N,\N,\N,1:40.067,198.335
25304,1069,839,\N,\N,\N,1:42.194,194.207
25305,1069,842,\N,\N,\N,1:42.015,194.547
25306,1070,830,1,1:38:39.086,5919086,1:18.999,196.134
25307,1070,1,2,+16.555,5935641,1:19.820,194.116
25308,1070,815,3,+17.752,5936838,1:19.468,194.976
25309,1070,842,4,+1:03.845,5982931,1:20.510,192.453
25310,1070,844,5,+1:21.037,6000123,1:20.665,192.083
25311,1070,832,6,\N,\N,1:20.081,193.484
25312,1070,20,7,\N,\N,1:20.460,192.572
25313,1070,8,8,\N,\N,1:20.713,191.969
25314,1070,4,9,\N,\N,1:20.711,191.973
25315,1070,846,10,\N,\N,1:20.617,192.197
25316,1070,841,11,\N,\N,1:21.523,190.061
25317,1070,817,12,\N,\N,1:21.069,191.126
25318,1070,839,13,\N,\N,1:21.348,190.470
25319,1070,840,14,\N,\N,1:20.930,191.454
25320,1070,822,15,\N,\N,1:17.774,199.223
25321,1070,847,16,\N,\N,1:22.016,188.919
25322,1070,849,17,\N,\N,1:21.546,190.008
25323,1070,853,18,\N,\N,1:21.402,190.344
25324,1070,854,\N,\N,\N,\N,\N
25325,1070,852,\N,\N,\N,\N,\N
25326,1071,1,1,1:32:22.851,5542851,1:11.982,215.503
25327,1071,830,2,+10.496,5553347,1:12.486,214.005
25328,1071,822,3,+13.576,5556427,1:12.526,213.887
25329,1071,815,4,+39.940,5582791,1:11.010,218.453
25330,1071,844,5,+49.517,5592368,1:12.822,213.018
25331,1071,832,6,+51.820,5594671,1:12.710,213.346
25332,1071,842,7,\N,\N,1:13.227,211.839
25333,1071,839,8,\N,\N,1:14.430,208.415
25334,1071,4,9,\N,\N,1:13.922,209.848
25335,1071,846,10,\N,\N,1:13.761,210.306
25336,1071,20,11,\N,\N,1:13.634,210.668
25337,1071,8,12,\N,\N,1:12.621,213.607
25338,1071,847,13,\N,\N,1:14.355,208.626
25339,1071,841,14,\N,\N,1:14.227,208.985
25340,1071,852,15,\N,\N,1:14.204,209.050
25341,1071,849,16,\N,\N,1:14.616,207.896
25342,1071,853,17,\N,\N,1:14.954,206.958
25343,1071,854,18,\N,\N,1:13.793,210.215
25344,1071,817,\N,\N,\N,1:14.443,208.379
25345,1071,840,\N,\N,\N,1:15.344,205.887
25346,1051,1,1,1:24:28.471,5068471,1:25.084,227.633
25347,1051,830,2,+25.743,5094214,1:23.196,232.799
25348,1051,4,3,+59.457,5127928,1:26.682,223.437
25349,1051,815,4,+1:02.306,5130777,1:25.613,226.227
25350,1051,839,5,+1:20.570,5149041,1:27.061,222.464
25351,1051,840,6,+1:21.274,5149745,1:27.356,221.713
25352,1051,832,7,+1:21.911,5150382,1:26.570,223.726
25353,1051,844,8,+1:23.126,5151597,1:26.555,223.765
25354,1051,846,9,\N,\N,1:25.746,225.876
25355,1051,20,10,\N,\N,1:26.434,224.078
25356,1051,842,11,\N,\N,1:27.019,222.572
25357,1051,817,12,\N,\N,1:27.198,222.115
25358,1051,852,13,\N,\N,1:27.043,222.510
25359,1051,8,14,\N,\N,1:26.358,224.275
25360,1051,841,15,\N,\N,1:27.823,220.534
25361,1051,854,16,\N,\N,1:28.412,219.065
25362,1051,847,17,\N,\N,1:25.768,225.818
25363,1051,853,18,\N,\N,1:27.340,221.754
25364,1051,849,\N,\N,\N,1:28.732,218.275
25365,1051,822,\N,\N,\N,1:27.246,221.992
25366,1072,1,1,2:06:15.118,7575118,1:30.734,244.962
25367,1072,830,2,+11.825,7586943,1:31.488,242.943
25368,1072,822,3,+27.531,7602649,1:31.408,243.155
25369,1072,839,4,+27.633,7602751,1:31.797,242.125
25370,1072,817,5,+40.121,7615239,1:32.716,239.725
25371,1072,842,6,+41.613,7616731,1:32.297,240.813
25372,1072,844,7,+44.475,7619593,1:31.601,242.643
25373,1072,832,8,+46.606,7621724,1:31.851,241.983
25374,1072,841,9,+58.505,7633623,1:32.865,239.340
25375,1072,846,10,+1:01.358,7636476,1:31.914,241.817
25376,1072,840,11,+1:17.212,7652330,1:32.804,239.498
25377,1072,849,12,+1:23.249,7658367,1:32.751,239.635
25378,1072,4,13,\N,\N,1:31.633,242.558
25379,1072,852,14,\N,\N,1:32.506,240.269
25380,1072,8,15,\N,\N,1:32.778,239.565
25381,1072,20,\N,\N,\N,1:34.030,236.375
25382,1072,815,\N,\N,\N,1:34.138,236.104
25383,1072,853,\N,\N,\N,1:37.043,229.036
25384,1072,847,\N,\N,\N,1:36.130,231.211
25385,1072,854,\N,\N,\N,1:36.043,231.421
25386,1073,830,1,1:30:17.345,5417345,1:26.103,220.800
25387,1073,1,2,+2.256,5419601,1:26.615,219.495
25388,1073,832,3,+5.173,5422518,1:27.618,216.982
25389,1073,852,4,+5.692,5423037,1:27.496,217.285
25390,1073,842,5,+6.531,5423876,1:27.342,217.668
25391,1073,822,6,+7.463,5424808,1:26.862,218.871
25392,1073,846,7,+59.200,5476545,1:26.762,219.123
25393,1073,4,8,+1:01.708,5479053,1:27.607,217.010
25394,1073,839,9,+1:04.026,5481371,1:28.249,215.431
25395,1073,844,10,+1:06.057,5483402,1:28.433,214.983
25396,1073,20,11,+1:07.527,5484872,1:28.303,215.299
25397,1073,817,12,\N,\N,1:28.723,214.280
25398,1073,840,13,\N,\N,1:28.567,214.657
25399,1073,854,14,\N,\N,1:29.457,212.522
25400,1073,815,15,\N,\N,1:26.419,219.993
25401,1073,849,\N,\N,\N,1:29.293,212.912
25402,1073,841,\N,\N,\N,1:29.442,212.557
25403,1073,847,\N,\N,\N,1:30.647,209.732
25404,1073,8,\N,\N,\N,1:29.698,211.951
25405,1073,853,\N,\N,\N,\N,\N
25406,1074,844,1,1:37:33.584,5853584,1:34.570,206.018
25407,1074,832,2,+5.598,5859182,1:35.740,203.501
25408,1074,1,3,+9.675,5863259,1:36.228,202.469
25409,1074,847,4,+11.211,5864795,1:36.302,202.313
25410,1074,825,5,+14.754,5868338,1:36.623,201.641
25411,1074,822,6,+16.119,5869703,1:36.599,201.691
25412,1074,839,7,+19.423,5873007,1:37.110,200.630
25413,1074,852,8,+20.386,5873970,1:37.104,200.642
25414,1074,4,9,+22.390,5875974,1:36.733,201.412
25415,1074,855,10,+23.064,5876648,1:36.685,201.512
25416,1074,854,11,+32.574,5886158,1:36.956,200.948
25417,1074,840,12,+45.873,5899457,1:37.146,200.555
25418,1074,848,13,+53.932,5907516,1:37.355,200.125
25419,1074,817,14,+54.975,5908559,1:37.261,200.318
25420,1074,846,15,+56.335,5909919,1:36.988,200.882
25421,1074,849,16,+1:01.795,5915379,1:38.251,198.300
25422,1074,807,17,+1:03.829,5917413,1:38.201,198.401
25423,1074,815,18,\N,\N,1:36.089,202.762
25424,1074,830,19,\N,\N,1:35.440,204.140
25425,1074,842,\N,\N,\N,1:37.324,200.189
25426,1075,830,1,1:24:19.293,5059293,1:31.772,242.191
25427,1075,844,2,+0.549,5059842,1:31.634,242.556
25428,1075,832,3,+8.097,5067390,1:31.905,241.841
25429,1075,815,4,+10.800,5070093,1:32.042,241.481
25430,1075,847,5,+32.732,5092025,1:32.821,239.454
25431,1075,839,6,+56.017,5115310,1:33.103,238.729
25432,1075,846,7,+56.124,5115417,1:32.753,239.629
25433,1075,842,8,+1:02.946,5122239,1:33.468,237.796
25434,1075,825,9,+1:04.308,5123601,1:32.779,239.562
25435,1075,1,10,+1:13.948,5133241,1:32.997,239.001
25436,1075,855,11,+1:22.215,5141508,1:33.924,236.642
25437,1075,807,12,+1:31.742,5151035,1:33.651,237.332
25438,1075,840,13,\N,\N,1:34.446,235.334
25439,1075,848,14,\N,\N,1:34.368,235.528
25440,1075,822,\N,\N,\N,1:33.979,236.503
25441,1075,4,\N,\N,\N,1:33.831,236.876
25442,1075,817,\N,\N,\N,1:34.487,235.232
25443,1075,849,\N,\N,\N,1:37.530,227.892
25444,1075,852,\N,\N,\N,\N,\N
25445,1075,854,\N,\N,\N,\N,\N
25446,1076,844,1,1:27:46.548,5266548,1:20.260,236.740
25447,1076,815,2,+20.524,5287072,1:21.094,234.305
25448,1076,847,3,+25.593,5292141,1:21.495,233.152
25449,1076,1,4,+28.543,5295091,1:21.886,232.039
25450,1076,846,5,+53.303,5319851,1:22.248,231.018
25451,1076,817,6,+53.737,5320285,1:22.451,230.449
25452,1076,839,7,+1:01.683,5328231,1:22.469,230.399
25453,1076,822,8,+1:08.439,5334987,1:21.651,232.707
25454,1076,842,9,+1:16.221,5342769,1:22.731,229.669
25455,1076,848,10,+1:19.382,5345930,1:22.589,230.064
25456,1076,855,11,+1:21.695,5348243,1:22.541,230.198
25457,1076,840,12,+1:28.598,5355146,1:23.592,227.304
25458,1076,854,13,\N,\N,1:23.006,228.908
25459,1076,825,14,\N,\N,1:23.071,228.729
25460,1076,852,15,\N,\N,1:23.342,227.985
25461,1076,849,16,\N,\N,1:23.882,226.518
25462,1076,4,17,\N,\N,1:20.846,235.024
25463,1076,830,\N,\N,\N,1:21.677,232.633
25464,1076,20,\N,\N,\N,1:25.189,223.042
25465,1076,832,\N,\N,\N,\N,\N
25466,1077,830,1,1:32:07.986,5527986,1:18.446,225.281
25467,1077,815,2,+16.527,5544513,1:18.949,223.845
25468,1077,846,3,+34.834,5562820,1:20.903,218.439
25469,1077,847,4,+42.506,5570492,1:20.962,218.280
25470,1077,822,5,+43.181,5571167,1:20.758,218.831
25471,1077,844,6,+56.072,5584058,1:18.574,224.914
25472,1077,852,7,+1:01.110,5589096,1:20.544,219.412
25473,1077,20,8,+1:10.892,5598878,1:21.211,217.610
25474,1077,825,9,+1:15.260,5603246,1:21.238,217.538
25475,1077,840,10,\N,\N,1:21.750,216.176
25476,1077,848,11,\N,\N,1:21.757,216.157
25477,1077,842,12,\N,\N,1:21.713,216.274
25478,1077,1,13,\N,\N,1:21.419,217.054
25479,1077,839,14,\N,\N,1:21.887,215.814
25480,1077,855,15,\N,\N,1:21.286,217.410
25481,1077,849,16,\N,\N,1:21.338,217.271
25482,1077,854,17,\N,\N,1:18.999,223.704
25483,1077,817,18,\N,\N,1:21.577,216.634
25484,1077,4,\N,\N,\N,1:39.685,177.282
25485,1077,832,\N,\N,\N,\N,\N
25486,1078,830,1,1:34:24.258,5664258,1:31.361,213.255
25487,1078,844,2,+3.786,5668044,1:31.488,212.959
25488,1078,832,3,+8.229,5672487,1:31.790,212.258
25489,1078,815,4,+10.638,5674896,1:31.819,212.191
25490,1078,847,5,+18.582,5682840,1:32.195,211.325
25491,1078,1,6,+21.368,5685626,1:32.941,209.629
25492,1078,822,7,+25.073,5689331,1:33.184,209.083
25493,1078,839,8,+28.386,5692644,1:33.163,209.130
25494,1078,848,9,+32.365,5696623,1:33.447,208.494
25495,1078,840,10,+37.026,5701284,1:33.312,208.796
25496,1078,4,11,+37.128,5701386,1:33.331,208.753
25497,1078,852,12,+40.146,5704404,1:33.035,209.417
25498,1078,817,13,+40.902,5705160,1:33.265,208.901
25499,1078,849,14,+49.936,5714194,1:34.169,206.896
25500,1078,854,15,+1:13.305,5737563,1:32.528,210.565
25501,1078,825,16,\N,\N,1:33.511,208.351
25502,1078,20,17,\N,\N,1:33.479,208.423
25503,1078,842,\N,\N,\N,1:34.487,206.199
25504,1078,846,\N,\N,\N,1:33.411,208.575
25505,1078,855,\N,\N,\N,1:35.731,203.520
25506,1079,830,1,1:37:20.475,5840475,1:25.456,196.943
25507,1079,815,2,+13.072,5853547,1:24.108,200.099
25508,1079,847,3,+32.927,5873402,1:24.636,198.851
25509,1079,832,4,+45.208,5885683,1:25.985,195.731
25510,1079,1,5,+54.534,5895009,1:24.253,199.755
25511,1079,822,6,+59.976,5900451,1:26.395,194.802
25512,1079,839,7,+1:15.397,5915872,1:25.935,195.845
25513,1079,846,8,+1:23.235,5923710,1:25.619,196.568
25514,1079,4,9,\N,\N,1:26.599,194.344
25515,1079,852,10,\N,\N,1:26.828,193.831
25516,1079,20,11,\N,\N,1:27.629,192.059
25517,1079,817,12,\N,\N,1:27.285,192.816
25518,1079,842,13,\N,\N,1:26.987,193.477
25519,1079,854,14,\N,\N,1:27.447,192.459
25520,1079,840,15,\N,\N,1:26.876,193.724
25521,1079,849,16,\N,\N,1:27.246,192.902
25522,1079,825,17,\N,\N,1:27.537,192.261
25523,1079,848,18,\N,\N,1:28.281,190.641
25524,1079,855,\N,\N,\N,1:28.415,190.352
25525,1079,844,\N,\N,\N,1:27.030,193.381
25526,1080,815,1,1:56:30.265,6990265,1:16.028,158.010
25527,1080,832,2,+1.154,6991419,1:16.421,157.197
25528,1080,830,3,+1.491,6991756,1:16.052,157.960
25529,1080,844,4,+2.922,6993187,1:16.249,157.552
25530,1080,847,5,+11.968,7002233,1:16.830,156.360
25531,1080,846,6,+12.231,7002496,1:14.693,160.834
25532,1080,4,7,+46.358,7036623,1:15.882,158.314
25533,1080,1,8,+50.388,7040653,1:17.203,155.605
25534,1080,822,9,+52.525,7042790,1:17.600,154.809
25535,1080,20,10,+53.536,7043801,1:17.558,154.893
25536,1080,842,11,+54.289,7044554,1:17.344,155.321
25537,1080,839,12,+55.644,7045909,1:17.571,154.867
25538,1080,817,13,+57.635,7047900,1:17.532,154.945
25539,1080,840,14,+1:00.802,7051067,1:17.672,154.665
25540,1080,849,15,\N,\N,1:18.579,152.880
25541,1080,855,16,\N,\N,1:18.200,153.621
25542,1080,852,17,\N,\N,1:15.334,159.465
25543,1080,848,\N,\N,\N,1:18.023,153.969
25544,1080,854,\N,\N,\N,1:24.778,141.701
25545,1080,825,\N,\N,\N,1:33.754,128.135
25546,1081,830,1,1:34:05.941,5645941,1:46.050,203.779
25547,1081,815,2,+20.823,5666764,1:46.046,203.787
25548,1081,847,3,+45.995,5691936,1:47.177,201.636
25549,1081,1,4,+1:11.679,5717620,1:47.044,201.887
25550,1081,842,5,+1:17.299,5723240,1:48.519,199.143
25551,1081,20,6,+1:24.099,5730040,1:48.206,199.719
25552,1081,4,7,+1:28.596,5734537,1:47.989,200.120
25553,1081,817,8,+1:32.207,5738148,1:48.276,199.589
25554,1081,846,9,+1:32.556,5738497,1:47.997,200.105
25555,1081,839,10,+1:48.184,5754125,1:48.297,199.551
25556,1081,822,11,\N,\N,1:48.179,199.768
25557,1081,848,12,\N,\N,1:47.966,200.163
25558,1081,852,13,\N,\N,1:47.523,200.987
25559,1081,854,14,\N,\N,1:48.410,199.343
25560,1081,849,15,\N,\N,1:49.583,197.209
25561,1081,840,16,\N,\N,1:48.038,200.029
25562,1081,825,\N,\N,\N,1:48.789,198.648
25563,1081,855,\N,\N,\N,1:48.723,198.769
25564,1081,844,\N,\N,\N,1:47.531,200.972
25565,1081,832,\N,\N,\N,1:48.978,198.304
25566,1082,830,1,1:36:21.757,5781757,1:15.839,207.012
25567,1082,832,2,+0.993,5782750,1:15.749,207.258
25568,1082,1,3,+7.006,5788763,1:16.167,206.120
25569,1082,847,4,+12.313,5794070,1:16.418,205.443
25570,1082,844,5,+15.168,5796925,1:15.901,206.843
25571,1082,839,6,+23.890,5805647,1:17.110,203.600
25572,1082,822,7,+25.247,5807004,1:17.010,203.864
25573,1082,855,8,+26.952,5808709,1:16.927,204.084
25574,1082,4,9,+29.945,5811702,1:16.578,205.014
25575,1082,840,10,+38.222,5819979,1:17.421,202.782
25576,1082,817,11,+43.047,5824804,1:17.932,201.452
25577,1082,20,12,+44.245,5826002,1:17.956,201.390
25578,1082,848,13,+44.893,5826650,1:17.951,201.403
25579,1082,842,14,+45.183,5826940,1:17.810,201.768
25580,1082,846,15,+52.145,5833902,1:17.495,202.588
25581,1082,849,16,+59.978,5841735,1:18.540,199.893
25582,1082,825,17,+1:08.180,5849937,1:18.046,201.158
25583,1082,852,\N,\N,\N,1:18.309,200.482
25584,1082,854,\N,\N,\N,1:18.967,198.812
25585,1082,815,\N,\N,\N,1:18.844,199.122
25586,1083,832,1,2:17:50.311,8270311,1:30.813,233.530
25587,1083,815,2,+3.779,8274090,1:30.937,233.212
25588,1083,1,3,+6.225,8276536,1:30.510,234.312
25589,1083,844,4,+8.546,8278857,1:31.282,232.330
25590,1083,4,5,+9.571,8279882,1:31.609,231.501
25591,1083,846,6,+11.943,8282254,1:31.645,231.410
25592,1083,830,7,+18.777,8289088,1:32.354,229.633
25593,1083,854,8,+18.995,8289306,1:32.109,230.244
25594,1083,20,9,+22.356,8292667,1:32.471,229.343
25595,1083,825,10,+24.590,8294901,1:32.661,228.872
25596,1083,840,11,+26.147,8296458,1:32.379,229.571
25597,1083,849,12,+32.511,8302822,1:33.286,227.339
25598,1083,817,13,+32.817,8303128,1:32.644,228.914
25599,1083,852,14,+40.910,8311221,1:33.832,226.016
25600,1083,839,\N,\N,\N,1:33.537,226.729
25601,1083,842,\N,\N,\N,1:34.614,224.148
25602,1083,822,\N,\N,\N,1:35.103,222.996
25603,1083,847,\N,\N,\N,\N,\N
25604,1083,855,\N,\N,\N,\N,\N
25605,1083,848,\N,\N,\N,\N,\N
25606,1084,844,1,1:24:24.312,5064312,1:07.583,230.010
25607,1084,830,2,+1.532,5065844,1:07.275,231.063
25608,1084,1,3,+41.217,5105529,1:09.000,225.286
25609,1084,847,4,+58.972,5123284,1:09.075,225.042
25610,1084,839,5,+1:08.436,5132748,1:09.559,223.476
25611,1084,854,6,\N,\N,1:09.625,223.264
25612,1084,846,7,\N,\N,1:09.304,224.298
25613,1084,825,8,\N,\N,1:09.938,222.265
25614,1084,817,9,\N,\N,1:09.924,222.309
25615,1084,4,10,\N,\N,1:08.558,226.739
25616,1084,822,11,\N,\N,1:09.266,224.421
25617,1084,848,12,\N,\N,1:09.669,223.123
25618,1084,840,13,\N,\N,1:10.048,221.916
25619,1084,855,14,\N,\N,1:09.380,224.053
25620,1084,842,15,\N,\N,1:10.104,221.739
25621,1084,852,16,\N,\N,1:10.023,221.995
25622,1084,20,17,\N,\N,1:10.001,222.065
25623,1084,832,\N,\N,\N,1:08.649,226.438
25624,1084,849,\N,\N,\N,1:10.890,219.280
25625,1084,815,\N,\N,\N,1:11.843,216.371
25626,1085,830,1,1:30:02.112,5402112,1:37.491,215.724
25627,1085,1,2,+10.587,5412699,1:37.668,215.333
25628,1085,847,3,+16.495,5418607,1:37.548,215.598
25629,1085,815,4,+17.310,5419422,1:37.780,215.086
25630,1085,832,5,+28.872,5430984,1:35.781,219.575
25631,1085,4,6,+42.879,5444991,1:38.160,214.254
25632,1085,846,7,+52.026,5454138,1:39.037,212.356
25633,1085,839,8,+56.959,5459071,1:38.684,213.116
25634,1085,817,9,+1:00.372,5462484,1:39.133,212.151
25635,1085,840,10,+1:02.549,5464661,1:39.185,212.040
25636,1085,20,11,+1:04.494,5466606,1:39.044,212.341
25637,1085,842,12,+1:05.448,5467560,1:38.786,212.896
25638,1085,848,13,+1:08.565,5470677,1:39.199,212.010
25639,1085,822,14,+1:16.666,5478778,1:37.963,214.685
25640,1085,854,15,+1:20.394,5482506,1:39.068,212.290
25641,1085,855,16,\N,\N,1:39.368,211.649
25642,1085,849,\N,\N,\N,1:39.650,211.050
25643,1085,825,\N,\N,\N,1:39.265,211.869
25644,1085,844,\N,\N,\N,1:38.088,214.411
25645,1085,852,\N,\N,\N,1:40.216,209.858
25646,1086,830,1,1:39:35.912,5975912,1:22.126,192.041
25647,1086,1,2,+7.834,5983746,1:21.386,193.787
25648,1086,847,3,+12.337,5988249,1:22.766,190.556
25649,1086,832,4,+14.579,5990491,1:22.000,192.336
25650,1086,815,5,+15.688,5991600,1:21.940,192.477
25651,1086,844,6,+16.047,5991959,1:21.622,193.227
25652,1086,846,7,+1:18.300,6054212,1:23.043,189.920
25653,1086,4,8,\N,\N,1:23.979,187.804
25654,1086,839,9,\N,\N,1:24.149,187.424
25655,1086,20,10,\N,\N,1:22.824,190.423
25656,1086,840,11,\N,\N,1:22.437,191.317
25657,1086,842,12,\N,\N,1:23.199,189.564
25658,1086,855,13,\N,\N,1:22.029,192.268
25659,1086,854,14,\N,\N,1:23.151,189.674
25660,1086,817,15,\N,\N,1:23.654,188.533
25661,1086,825,16,\N,\N,1:23.511,188.856
25662,1086,848,17,\N,\N,1:23.047,189.911
25663,1086,849,18,\N,\N,1:22.478,191.221
25664,1086,852,19,\N,\N,1:23.538,188.795
25665,1086,822,20,\N,\N,1:24.002,187.752
25666,1087,830,1,1:25:52.894,5152894,1:49.354,230.575
25667,1087,815,2,+17.841,5170735,1:50.764,227.640
25668,1087,832,3,+26.886,5179780,1:51.977,225.174
25669,1087,847,4,+29.140,5182034,1:50.793,227.581
25670,1087,4,5,+1:13.256,5226150,1:52.868,223.397
25671,1087,844,6,+1:14.936,5227830,1:49.984,229.255
25672,1087,839,7,+1:15.640,5228534,1:51.717,225.698
25673,1087,20,8,+1:18.107,5231001,1:52.515,224.098
25674,1087,842,9,+1:32.181,5245075,1:53.002,223.132
25675,1087,848,10,+1:41.900,5254794,1:53.055,223.027
25676,1087,840,11,+1:43.078,5255972,1:52.880,223.373
25677,1087,846,12,+1:44.739,5257633,1:51.678,225.777
25678,1087,852,13,+1:45.217,5258111,1:52.436,224.255
25679,1087,855,14,+1:46.252,5259146,1:52.317,224.493
25680,1087,817,15,+1:47.163,5260057,1:53.080,222.978
25681,1087,825,16,\N,\N,1:53.332,222.482
25682,1087,854,17,\N,\N,1:52.646,223.837
25683,1087,849,18,\N,\N,1:52.256,224.615
25684,1087,822,\N,\N,\N,\N,\N
25685,1087,1,\N,\N,\N,\N,\N
25686,1088,830,1,1:36:42.773,5802773,1:13.652,208.173
25687,1088,847,2,+4.071,5806844,1:13.671,208.119
25688,1088,844,3,+10.929,5813702,1:14.413,206.044
25689,1088,1,4,+13.016,5815789,1:13.854,207.604
25690,1088,815,5,+18.168,5820941,1:14.404,206.069
25691,1088,4,6,+18.754,5821527,1:14.144,206.792
25692,1088,846,7,+19.306,5822079,1:14.706,205.236
25693,1088,832,8,+20.916,5823689,1:14.643,205.409
25694,1088,839,9,+21.117,5823890,1:15.084,204.203
25695,1088,840,10,+22.459,5825232,1:15.043,204.314
25696,1088,842,11,+27.009,5829782,1:15.165,203.983
25697,1088,848,12,+30.390,5833163,1:15.534,202.986
25698,1088,854,13,+32.995,5835768,1:15.233,203.798
25699,1088,20,14,+36.007,5838780,1:14.862,204.808
25700,1088,825,15,+36.869,5839642,1:15.369,203.431
25701,1088,855,16,+37.320,5840093,1:15.940,201.901
25702,1088,817,17,+37.764,5840537,1:15.577,202.871
25703,1088,849,18,\N,\N,1:16.066,201.567
25704,1088,822,\N,\N,\N,1:16.844,199.526
25705,1088,852,\N,\N,\N,1:17.138,198.765
25706,1089,830,1,1:20:27.511,4827511,1:24.745,246.088
25707,1089,844,2,+2.446,4829957,1:24.336,247.282
25708,1089,847,3,+3.405,4830916,1:25.288,244.522
25709,1089,832,4,+5.061,4832572,1:24.446,246.960
25710,1089,1,5,+5.380,4832891,1:24.434,246.995
25711,1089,815,6,+6.091,4833602,1:24.030,248.182
25712,1089,846,7,+6.207,4833718,1:24.718,246.167
25713,1089,842,8,+6.396,4833907,1:26.718,240.489
25714,1089,856,9,+7.122,4834633,1:26.624,240.750
25715,1089,855,10,+7.910,4835421,1:26.361,241.484
25716,1089,839,11,+8.323,4835834,1:26.593,240.837
25717,1089,854,12,+8.549,4836060,1:25.298,244.493
25718,1089,822,13,\N,\N,1:25.706,243.329
25719,1089,852,14,\N,\N,1:26.857,240.105
25720,1089,849,15,\N,\N,1:26.798,240.268
25721,1089,825,16,\N,\N,1:26.798,240.268
25722,1089,817,\N,\N,\N,1:26.603,240.809
25723,1089,840,\N,\N,\N,1:27.467,238.430
25724,1089,4,\N,\N,\N,1:27.203,239.152
25725,1089,20,\N,\N,\N,1:27.501,238.337
25726,1091,815,1,2:02:20.238,7340238,1:48.165,168.509
25727,1091,844,2,+2.595,7342833,1:48.753,167.598
25728,1091,832,3,+10.305,7350543,1:48.414,168.122
25729,1091,846,4,+21.133,7361371,1:49.212,166.893
25730,1091,817,5,+53.282,7393520,1:51.006,164.196
25731,1091,840,6,+56.330,7396568,1:50.283,165.272
25732,1091,830,7,+58.825,7399063,1:49.142,167.000
25733,1091,20,8,+1:00.032,7400270,1:50.669,164.696
25734,1091,1,9,+1:01.515,7401753,1:50.622,164.766
25735,1091,842,10,+1:09.576,7409814,1:50.569,164.845
25736,1091,822,11,+1:28.844,7429082,1:51.864,162.937
25737,1091,825,12,+1:32.610,7432848,1:52.067,162.641
25738,1091,854,13,\N,\N,1:50.290,165.262
25739,1091,847,14,\N,\N,1:46.458,171.211
25740,1091,852,\N,\N,\N,1:58.716,153.532
25741,1091,839,\N,\N,\N,2:01.105,150.504
25742,1091,848,\N,\N,\N,2:02.121,149.251
25743,1091,4,\N,\N,\N,2:00.463,151.306
25744,1091,849,\N,\N,\N,2:05.585,145.135
25745,1091,855,\N,\N,\N,2:05.556,145.168
25746,1092,830,1,3:01:44.004,10904004,1:44.911,199.266
25747,1092,815,2,+27.066,10931070,1:46.120,196.995
25748,1092,844,3,+31.763,10935767,1:44.489,200.070
25749,1092,839,4,+39.685,10943689,1:46.559,196.184
25750,1092,1,5,+40.326,10944330,1:45.530,198.097
25751,1092,20,6,+46.358,10950362,1:46.964,195.441
25752,1092,4,7,+46.369,10950373,1:44.412,200.218
25753,1092,847,8,+47.661,10951665,1:47.004,195.368
25754,1092,849,9,+1:10.143,10974147,1:48.371,192.904
25755,1092,846,10,+1:10.782,10974786,1:48.175,193.253
25756,1092,817,11,+1:12.877,10976881,1:47.843,193.848
25757,1092,840,12,+1:13.904,10977908,1:45.205,198.709
25758,1092,852,13,+1:15.599,10979603,1:45.893,197.418
25759,1092,825,14,+1:26.016,10990020,1:48.072,193.437
25760,1092,822,15,+1:26.496,10990500,1:47.820,193.889
25761,1092,855,16,+1:27.043,10991047,1:44.411,200.220
25762,1092,854,17,+1:32.523,10996527,1:45.387,198.366
25763,1092,842,18,+1:48.091,11012095,1:46.545,196.210
25764,1092,832,\N,\N,\N,\N,\N
25765,1092,848,\N,\N,\N,\N,\N
25766,1093,830,1,1:42:11.687,6131687,1:39.541,199.383
25767,1093,1,2,+5.023,6136710,1:39.830,198.805
25768,1093,844,3,+7.501,6139188,1:39.731,199.003
25769,1093,815,4,+8.293,6139980,1:39.563,199.339
25770,1093,847,5,+44.815,6176502,1:38.788,200.902
25771,1093,846,6,+53.785,6185472,1:41.322,195.878
25772,1093,4,7,+55.078,6186765,1:41.538,195.461
25773,1093,20,8,+1:05.354,6197041,1:42.546,193.540
25774,1093,825,9,+1:05.834,6197521,1:42.206,194.184
25775,1093,852,10,+1:10.919,6202606,1:41.243,196.031
25776,1093,839,11,+1:12.875,6204562,1:42.394,193.827
25777,1093,855,12,+1:16.164,6207851,1:42.471,193.682
25778,1093,848,13,+1:20.057,6211744,1:41.674,195.200
25779,1093,842,14,+1:21.763,6213450,1:42.320,193.967
25780,1093,854,15,+1:24.490,6216177,1:41.804,194.951
25781,1093,817,16,+1:30.487,6222174,1:42.420,193.778
25782,1093,849,17,+1:43.588,6235275,1:43.485,191.784
25783,1093,840,\N,\N,\N,1:43.080,192.537
25784,1093,822,\N,\N,\N,1:43.391,191.958
25785,1093,832,\N,\N,\N,\N,\N
25786,1094,830,1,1:38:36.729,5916729,1:22.046,188.850
25787,1094,1,2,+15.186,5931915,1:22.062,188.813
25788,1094,815,3,+18.097,5934826,1:21.775,189.476
25789,1094,847,4,+49.431,5966160,1:20.153,193.310
25790,1094,832,5,+58.123,5974852,1:22.199,188.498
